ElapsedTime,Text,Tindoor,Tdepart,Tretour,Debit_eau,Conso_energetique_integrale
230400,8.516,21.117,311.421,307.466,0.200,42.967
234000,7.138,21.428,311.464,308.303,0.200,43.459
237600,5.236,21.567,312.876,309.385,0.200,44.246
241200,3.728,21.646,314.349,310.572,0.200,45.189
244800,4.440,21.797,315.175,311.419,0.200,46.216
248400,5.431,21.901,314.645,311.131,0.200,47.147
252000,5.079,21.863,314.439,310.896,0.200,48.052
255600,5.131,21.838,314.569,310.988,0.200,48.983
259200,6.757,21.900,314.085,310.749,0.200,49.860
262800,8.037,21.912,312.929,309.879,0.200,50.600
266400,8.155,21.834,312.216,309.217,0.200,51.275
270000,7.869,21.754,312.023,308.980,0.200,51.946
273600,7.390,21.699,312.187,309.056,0.200,52.643
277200,7.224,21.689,312.494,309.301,0.200,53.377
280800,7.355,21.706,312.519,309.356,0.200,54.108
284400,7.412,21.710,312.511,309.356,0.200,54.837
288000,7.463,21.707,312.454,309.311,0.200,55.765
291600,7.474,21.703,312.438,309.296,0.200,56.280
295200,8.161,21.739,312.168,309.136,0.200,57.276
298800,8.520,21.760,311.924,308.967,0.200,57.659
302400,8.941,21.786,311.482,308.620,0.200,58.277
306000,9.460,21.813,311.060,308.299,0.200,58.860
309600,10.060,21.839,310.554,307.912,0.200,59.397
313200,10.560,21.905,310.507,307.803,0.200,59.905
316800,10.198,21.929,310.469,307.809,0.200,60.609
320400,9.765,21.878,310.302,307.693,0.200,60.988
324000,9.535,21.794,310.232,307.518,0.200,61.440
327600,9.408,21.770,310.411,307.682,0.200,61.979
331200,8.637,21.729,310.747,307.893,0.200,62.547
334800,8.039,21.717,311.402,308.400,0.200,63.184
338400,8.151,21.755,311.698,308.702,0.200,63.844
342000,8.428,21.785,311.683,308.731,0.200,64.494
345600,8.525,21.785,311.527,308.610,0.200,65.124
349200,8.462,21.768,311.513,308.579,0.200,65.755
352800,8.431,21.755,311.517,308.577,0.200,66.389
356400,8.217,21.736,311.588,308.613,0.200,67.029
360000,7.945,21.720,311.780,308.748,0.200,67.691
363600,7.895,21.722,311.952,308.897,0.200,68.370
367200,7.758,21.718,311.994,308.932,0.200,69.049
370800,7.860,21.724,312.123,309.053,0.200,69.745
374400,8.374,21.743,311.878,308.900,0.200,70.603
378000,8.673,21.746,311.660,308.738,0.200,71.062
381600,9.018,21.744,311.261,308.415,0.200,71.826
385200,9.160,21.747,311.082,308.267,0.200,72.262
388800,9.461,21.767,310.861,308.099,0.200,72.834
392400,10.178,21.811,310.489,307.832,0.200,73.368
396000,10.749,21.950,309.906,307.863,0.200,74.127
399600,10.888,21.947,307.646,307.646,0.128,74.379
403200,10.773,20.154,300.067,297.483,0.163,74.402
406800,11.000,20.108,304.007,299.116,0.200,74.517
410400,11.185,21.210,310.064,307.273,0.200,75.175
414000,11.310,21.610,310.412,307.610,0.200,75.672
417600,11.724,21.934,309.006,307.941,0.163,76.352
421200,11.631,21.443,303.750,303.750,0.125,76.413
424800,11.644,20.110,301.994,297.819,0.175,76.476
428400,11.715,20.779,309.213,305.601,0.200,76.890
432000,11.763,21.428,310.246,307.381,0.200,77.379
435600,12.086,21.909,309.533,308.068,0.170,78.023
439200,12.084,21.484,303.994,303.994,0.125,78.105
442800,12.545,20.147,302.330,297.763,0.175,78.164
446400,12.160,20.727,308.833,304.299,0.200,78.498
450000,10.203,21.238,309.645,306.974,0.200,78.936
453600,9.034,21.313,309.960,307.025,0.200,79.463
457200,8.701,21.438,310.643,307.727,0.200,80.051
460800,8.023,21.519,311.423,308.374,0.200,80.874
464400,8.122,21.579,311.704,308.662,0.200,81.402
468000,8.356,21.654,311.695,308.707,0.200,82.014
471600,8.730,21.735,311.552,308.634,0.200,82.652
475200,9.010,21.795,311.241,308.406,0.200,83.255
478800,9.110,21.838,311.054,308.254,0.200,83.841
482400,9.141,21.846,310.934,308.151,0.200,84.416
486000,8.962,21.826,310.953,308.138,0.200,84.995
489600,8.834,21.797,311.081,308.233,0.200,85.783
493200,8.622,21.773,311.142,308.262,0.200,86.185
496800,8.151,21.739,311.448,308.471,0.200,86.817
500400,7.865,21.730,311.781,308.737,0.200,87.484
504000,7.471,21.720,312.053,308.946,0.200,88.173
507600,6.931,21.706,312.473,309.258,0.200,88.904
511200,6.676,21.711,312.844,309.567,0.200,89.672
514800,6.717,21.728,313.026,309.745,0.200,90.455
518400,6.710,21.731,313.052,309.776,0.200,91.236
522000,6.660,21.723,313.106,309.814,0.200,92.022
525600,6.610,21.712,313.136,309.837,0.200,92.811
529200,6.606,21.703,313.189,309.878,0.200,93.606
532800,6.630,21.695,313.166,309.864,0.200,94.398
536400,6.437,21.674,313.217,309.884,0.200,95.196
540000,5.860,21.638,313.429,310.009,0.200,96.017
543600,5.565,21.628,313.882,310.360,0.200,96.893
547200,5.374,21.632,314.043,310.501,0.200,98.022
550800,5.905,21.666,314.128,310.631,0.200,98.712
554400,6.750,21.723,313.622,310.306,0.200,99.503
558000,6.970,21.735,313.160,309.916,0.200,100.283
561600,7.485,21.785,312.877,309.712,0.200,101.041
565200,8.548,21.933,310.416,308.942,0.170,101.948
568800,8.343,21.475,304.733,304.733,0.125,102.085
572400,7.480,20.026,301.680,298.379,0.175,102.168
576000,6.571,21.116,312.949,309.166,0.200,103.264
579600,6.058,21.395,313.069,309.631,0.200,103.848
583200,5.960,21.566,313.468,310.021,0.200,104.578
586800,5.960,21.666,313.652,310.218,0.200,105.428
590400,6.008,21.709,313.712,310.289,0.200,106.277
594000,5.877,21.715,313.706,310.282,0.200,107.122
597600,5.724,21.708,313.884,310.409,0.200,107.989
601200,5.625,21.704,313.931,310.450,0.200,108.858
604800,5.268,21.683,314.107,310.564,0.200,109.747
608400,4.710,21.657,314.405,310.770,0.200,110.671
612000,4.519,21.656,314.831,311.113,0.200,111.645
615600,4.459,21.665,314.846,311.153,0.200,112.612
619200,4.440,21.661,315.043,311.314,0.200,113.605
622800,4.923,21.682,314.915,311.260,0.200,114.578
626400,5.258,21.679,314.617,311.035,0.200,115.514
630000,5.196,21.646,314.461,310.876,0.200,116.435
633600,5.305,21.623,314.416,310.836,0.200,117.613
637200,5.539,21.625,314.307,310.765,0.200,118.359
640800,5.810,21.647,314.120,310.631,0.200,119.160
644400,6.141,21.695,313.877,310.456,0.200,120.021
648000,6.606,21.757,313.563,310.236,0.200,120.847
651600,7.077,21.817,313.173,309.952,0.200,121.630
655200,7.329,21.864,312.816,309.669,0.200,122.375
658800,6.742,21.846,312.781,309.565,0.200,123.118
662400,4.820,21.733,313.742,310.189,0.200,124.313
666000,3.472,21.667,314.564,310.771,0.200,125.038
669600,2.061,21.622,315.672,311.604,0.200,125.928
673200,2.747,21.719,316.627,312.543,0.200,127.233
676800,3.873,21.805,316.119,312.275,0.200,128.224
680400,3.723,21.764,315.730,311.903,0.200,129.268
684000,3.610,21.715,315.752,311.886,0.200,130.329
687600,3.710,21.690,315.719,311.863,0.200,131.388
691200,3.766,21.667,315.661,311.813,0.200,132.441
694800,3.797,21.644,315.632,311.782,0.200,133.493
698400,3.951,21.631,315.567,311.736,0.200,134.538
702000,4.225,21.624,315.431,311.641,0.200,135.568
705600,4.322,21.604,315.245,311.486,0.200,136.575
709200,4.260,21.577,315.217,311.441,0.200,137.583
712800,4.260,21.560,315.210,311.431,0.200,138.593
716400,4.060,21.538,315.227,311.428,0.200,139.606
720000,3.516,21.502,315.557,311.647,0.200,140.944
723600,3.574,21.515,315.735,311.815,0.200,141.988
727200,3.985,21.553,315.686,311.824,0.200,142.794
730800,4.319,21.597,315.391,311.614,0.200,143.818
734400,4.443,21.623,315.213,311.467,0.200,144.823
738000,5.678,21.752,314.589,311.061,0.200,146.239
741600,6.062,21.811,314.190,310.776,0.200,146.683
745200,4.348,21.858,314.490,310.851,0.200,148.037
748800,3.456,21.823,315.160,311.345,0.200,148.976
752400,3.005,21.777,315.667,311.748,0.200,149.774
756000,2.664,21.746,316.080,312.083,0.200,150.680
759600,2.168,21.713,316.487,312.399,0.200,151.833
763200,1.623,21.680,316.932,312.732,0.200,153.040
766800,1.419,21.667,317.282,313.023,0.200,154.289
770400,1.610,21.671,317.401,313.153,0.200,155.551
774000,1.448,21.646,317.338,313.097,0.200,156.798
777600,1.248,21.610,317.602,313.276,0.200,158.085
781200,0.976,21.580,317.585,313.259,0.200,159.367
784800,0.910,21.557,317.924,313.518,0.200,160.701
788400,1.246,21.563,317.765,313.432,0.200,162.006
792000,1.454,21.547,317.671,313.358,0.200,163.301
795600,1.536,21.522,317.475,313.198,0.200,164.569
799200,2.655,21.541,317.157,313.018,0.200,166.142
802800,3.610,21.562,316.625,312.649,0.200,166.989
806400,5.498,21.582,315.347,311.708,0.200,168.289
810000,6.276,21.564,314.513,311.041,0.200,168.949
813600,7.393,21.526,313.358,310.100,0.200,170.010
817200,8.200,21.536,312.759,309.642,0.200,170.520
820800,8.805,21.548,311.821,308.882,0.200,171.171
824400,8.888,21.539,311.429,308.511,0.200,171.795
828000,9.399,21.563,311.093,308.263,0.200,172.393
831600,9.710,21.580,310.655,307.911,0.200,172.948
835200,9.762,21.562,310.335,307.621,0.200,173.816
838800,9.705,21.550,310.293,307.576,0.200,174.014
842400,9.435,21.523,310.459,307.670,0.200,174.564
846000,9.023,21.509,310.632,307.786,0.200,175.129
849600,8.364,21.495,311.093,308.116,0.200,175.742
853200,8.060,21.514,311.537,308.491,0.200,176.397
856800,7.860,21.538,311.822,308.736,0.200,177.074
860400,8.098,21.575,311.992,308.912,0.200,177.765
864000,8.684,21.614,311.642,308.697,0.200,178.413
867600,8.808,21.604,311.380,308.470,0.200,179.034
871200,8.430,21.566,311.325,308.370,0.200,179.653
874800,7.852,21.533,311.683,308.606,0.200,180.314
878400,7.488,21.533,312.050,308.899,0.200,181.016
882000,7.581,21.560,312.317,309.148,0.200,181.740
885600,7.754,21.583,312.185,309.078,0.200,182.441
889200,7.762,21.580,312.205,309.087,0.200,183.146
892800,7.784,21.576,312.133,309.027,0.200,184.028
896400,8.148,21.593,312.038,308.982,0.200,184.823
900000,8.537,21.618,311.883,308.894,0.200,185.213
903600,9.510,21.693,311.309,308.503,0.200,185.824
907200,10.100,21.751,310.553,307.907,0.200,186.358
910800,10.230,21.787,310.314,307.648,0.200,186.868
914400,10.093,21.843,310.278,307.628,0.200,187.375
918000,9.319,21.796,310.182,307.486,0.200,187.889
921600,8.224,21.740,311.030,308.111,0.200,188.828
925200,7.679,21.713,311.244,308.245,0.200,189.082
928800,6.860,21.692,312.295,309.071,0.200,189.812
932400,6.860,21.733,312.721,309.481,0.200,190.572
936000,6.860,21.755,312.877,309.634,0.200,191.338
939600,6.487,21.740,312.973,309.693,0.200,192.110
943200,6.060,21.718,313.393,309.999,0.200,192.931
946800,5.901,21.717,313.588,310.168,0.200,193.769
950400,5.779,21.713,313.796,310.337,0.200,194.628
954000,5.610,21.703,313.898,310.416,0.200,195.494
957600,5.310,21.683,314.092,310.553,0.200,196.383
961200,5.010,21.666,314.325,310.728,0.200,197.298
964800,4.710,21.652,314.573,310.917,0.200,198.239
968400,4.402,21.638,314.826,311.111,0.200,199.209
972000,4.156,21.628,315.072,311.304,0.200,200.206
975600,3.960,21.620,315.270,311.463,0.200,201.223
979200,3.708,21.605,315.492,311.635,0.200,202.535
982800,3.560,21.596,315.617,311.730,0.200,203.317
986400,3.276,21.594,315.853,311.914,0.200,204.849
990000,3.160,21.598,315.950,311.989,0.200,205.486
993600,3.026,21.622,316.108,312.120,0.200,206.597
997200,3.214,21.670,316.152,312.190,0.200,207.711
1000800,3.228,21.687,316.046,312.114,0.200,208.806
1004400,3.058,21.676,316.130,312.165,0.200,210.389
1008000,2.752,21.636,316.283,312.257,0.200,211.676
1011600,2.697,21.622,316.371,312.324,0.200,212.162
1015200,2.717,21.602,316.423,312.377,0.200,213.308
1018800,1.868,21.538,316.597,312.449,0.200,214.473
1022400,1.012,21.487,317.298,312.951,0.200,215.738
1026000,0.549,21.477,317.746,313.315,0.200,217.056
1029600,0.102,21.465,318.186,313.660,0.200,218.429
1033200,-0.357,21.449,318.515,313.916,0.200,219.842
1036800,-0.658,21.435,318.896,314.215,0.200,221.308
1040400,-0.316,21.451,318.980,314.333,0.200,222.782
1044000,-0.138,21.443,318.838,314.231,0.200,224.228
1047600,-0.094,21.416,318.773,314.168,0.200,225.668
1051200,0.087,21.396,318.695,314.109,0.200,227.101
1054800,0.004,21.363,318.595,314.012,0.200,228.519
1058400,-0.521,21.309,318.754,314.085,0.200,229.964
1062000,-0.723,21.286,319.032,314.298,0.200,231.454
1065600,-0.675,21.282,319.117,314.385,0.200,233.295
1069200,0.042,21.357,318.981,314.346,0.200,234.865
1072800,0.776,21.507,318.649,314.158,0.200,235.871
1076400,1.865,21.906,314.868,313.284,0.163,237.579
1080000,2.610,20.151,304.804,301.518,0.170,237.798
1083600,2.754,19.938,307.522,301.065,0.200,237.988
1087200,2.939,21.851,313.681,312.255,0.162,239.917
1090800,2.284,20.475,303.978,302.098,0.150,240.101
1094400,1.482,20.156,309.197,303.937,0.200,240.660
1098000,0.608,21.060,317.575,312.440,0.200,241.856
1101600,0.160,21.459,317.949,313.445,0.200,242.928
1105200,-0.240,21.660,318.412,313.874,0.200,244.327
1108800,-0.640,21.729,318.781,314.185,0.200,245.762
1112400,-1.202,21.733,319.125,314.448,0.200,247.237
1116000,-1.515,21.727,319.550,314.783,0.200,248.773
1119600,-1.506,21.728,319.682,314.916,0.200,250.322
1123200,-1.936,21.691,319.838,315.010,0.200,251.889
1126800,-2.390,21.648,320.165,315.239,0.200,253.509
1130400,-2.336,21.637,320.366,315.421,0.200,255.159
1134000,-2.337,21.616,320.369,315.430,0.200,256.805
1137600,-2.384,21.585,320.444,315.477,0.200,258.464
1141200,-2.495,21.550,320.447,315.471,0.200,260.123
1144800,-2.641,21.511,320.570,315.550,0.200,261.806
1148400,-2.688,21.483,320.627,315.593,0.200,263.498
1152000,-2.657,21.454,320.684,315.635,0.200,265.517
1155600,-1.909,21.512,320.528,315.576,0.200,267.139
1159200,0.330,21.865,316.289,314.550,0.163,269.388
1162800,0.860,21.735,313.286,313.286,0.125,269.689
1166400,2.655,20.027,305.789,301.596,0.179,269.894
1170000,3.338,21.697,314.669,311.877,0.175,271.560
1173600,3.414,21.852,311.389,311.389,0.125,271.895
1177200,2.724,20.055,302.807,299.542,0.168,272.007
1180800,0.917,21.059,315.113,310.074,0.200,273.464
1184400,-0.149,21.540,317.541,313.064,0.200,274.334
1188000,-1.318,21.719,318.500,313.838,0.200,275.441
1191600,-1.326,21.872,319.352,314.635,0.200,276.963
1195200,-1.240,21.942,319.439,314.771,0.200,278.467
1198800,-1.640,21.926,319.642,314.911,0.200,279.995
1202400,-2.070,21.891,319.912,315.104,0.200,281.564
1206000,-2.860,21.829,320.337,315.396,0.200,283.452
1209600,-3.421,21.788,320.757,315.700,0.200,284.880
1213200,-3.062,21.795,321.077,316.010,0.200,286.708
1216800,-2.837,21.775,320.818,315.828,0.200,288.807
1220400,-3.594,21.703,320.906,315.821,0.200,290.032
1224000,-4.167,21.638,321.436,316.199,0.200,291.839
1227600,-3.779,21.641,321.585,316.374,0.200,293.668
1231200,-3.824,21.612,321.450,316.269,0.200,295.467
1234800,-3.855,21.569,321.615,316.373,0.200,297.299
1238400,-3.753,21.534,321.473,316.262,0.200,299.454
1242000,-2.977,21.581,321.337,316.217,0.200,301.283
1245600,-1.365,21.913,318.100,315.666,0.175,303.553
1249200,-0.625,21.169,311.043,310.152,0.125,304.015
1252800,0.059,19.882,306.692,302.153,0.200,304.227
1256400,0.869,21.670,316.158,313.308,0.175,306.434
1260000,1.028,21.891,313.211,313.211,0.125,306.893
1263600,0.794,19.984,304.753,301.043,0.175,307.051
1267200,-0.836,21.045,317.154,311.959,0.200,308.780
1270800,-2.474,21.517,319.335,314.435,0.200,310.187
1274400,-3.051,21.640,320.008,315.010,0.200,311.098
1278000,-3.385,21.762,320.709,315.650,0.200,312.807
1281600,-3.793,21.798,321.116,315.995,0.200,314.558
1285200,-4.040,21.797,321.470,316.280,0.200,316.361
1288800,-4.225,21.779,321.632,316.415,0.200,318.182
1292400,-4.696,21.732,321.876,316.577,0.200,320.042
1296000,-5.021,21.689,322.182,316.801,0.200,321.954
1299600,-5.236,21.653,322.359,316.942,0.200,323.896
1303200,-4.705,21.650,322.534,317.107,0.200,325.869
1306800,-4.331,21.634,322.020,316.740,0.200,327.744
1310400,-4.650,21.557,322.118,316.750,0.200,329.648
1314000,-4.996,21.496,322.165,316.759,0.200,331.564
1317600,-5.541,21.432,322.481,316.964,0.200,333.540
1321200,-5.640,21.405,322.729,317.169,0.200,335.562
1324800,-5.640,21.377,322.836,317.260,0.200,338.148
1328400,-4.913,21.415,322.808,317.283,0.200,339.631
1332000,-3.228,21.590,321.845,316.660,0.200,342.068
1335600,-2.480,21.688,321.329,316.291,0.200,343.300
1339200,-1.130,21.844,320.303,315.544,0.200,345.429
1342800,-0.440,21.884,319.769,315.143,0.200,346.481
1346400,0.757,21.911,318.756,314.359,0.200,348.392
1350000,1.188,21.945,318.324,314.022,0.200,349.254
1353600,-0.225,21.875,318.266,313.808,0.200,350.968
1357200,-1.520,21.738,318.889,314.201,0.200,352.217
1360800,-2.505,21.643,319.691,314.786,0.200,353.547
1364400,-2.994,21.608,320.490,315.453,0.200,355.682
1368000,-2.728,21.619,320.748,315.701,0.200,356.921
1371600,-2.970,21.592,320.614,315.599,0.200,358.629
1375200,-3.688,21.521,321.050,315.879,0.200,360.351
1378800,-4.042,21.485,321.380,316.135,0.200,362.158
1382400,-4.097,21.465,321.652,316.356,0.200,364.011
1386000,-4.290,21.435,321.672,316.373,0.200,365.858
1389600,-4.738,21.382,321.963,316.565,0.200,367.757
1393200,-5.043,21.345,322.185,316.731,0.200,369.694
1396800,-5.174,21.316,322.428,316.915,0.200,371.673
1400400,-5.371,21.284,322.503,316.971,0.200,373.662
1404000,-5.959,21.226,322.758,317.127,0.200,375.696
1407600,-6.296,21.188,323.109,317.388,0.200,377.798
1411200,-6.214,21.170,323.281,317.544,0.200,380.495
1414800,-4.015,21.309,322.691,317.260,0.200,382.864
1418400,-2.657,21.414,322.062,316.864,0.200,383.960
1422000,-1.178,21.576,320.654,315.827,0.200,385.611
1425600,0.008,21.685,319.794,315.148,0.200,387.160
1429200,1.161,21.791,318.571,314.212,0.200,388.681
1432800,1.610,21.756,317.954,313.690,0.200,389.845
1436400,1.993,21.690,317.453,313.264,0.200,391.094
1440000,1.703,21.564,317.259,313.022,0.200,392.880
1443600,1.574,21.519,317.298,313.029,0.200,393.600
1447200,1.877,21.495,317.337,313.077,0.200,394.832
1450800,2.066,21.478,317.101,312.899,0.200,396.057
1454400,1.890,21.442,317.096,312.863,0.200,397.286
1458000,2.150,21.438,317.116,312.893,0.200,398.522
1461600,2.510,21.443,316.856,312.713,0.200,399.721
1465200,2.610,21.425,316.694,312.572,0.200,400.902
1468800,2.510,21.400,316.603,312.481,0.200,402.074
1472400,2.552,21.387,316.680,312.535,0.200,403.261
1476000,2.904,21.391,316.481,312.399,0.200,404.944
1479600,3.046,21.390,316.407,312.345,0.200,405.580
1483200,3.110,21.377,316.235,312.200,0.200,406.709
1486800,3.005,21.355,316.216,312.164,0.200,407.897
1490400,2.972,21.342,316.262,312.196,0.200,409.419
1494000,3.032,21.340,316.226,312.175,0.200,410.628
1497600,2.802,21.323,316.238,312.158,0.200,411.509
1501200,2.596,21.309,316.399,312.270,0.200,412.407
1504800,3.015,21.355,316.398,312.327,0.200,414.035
1508400,3.215,21.376,316.288,312.256,0.200,414.715
1512000,3.550,21.399,316.009,312.043,0.200,416.204
1515600,3.848,21.418,315.868,311.947,0.200,416.915
1519200,4.329,21.455,315.500,311.684,0.200,417.957
1522800,4.545,21.452,315.204,311.438,0.200,418.966
1526400,4.227,21.419,315.080,311.294,0.200,419.963
1530000,4.086,21.395,315.339,311.482,0.200,421.089
1533600,3.960,21.380,315.337,311.475,0.200,422.031
1537200,3.560,21.353,315.530,311.598,0.200,423.089
1540800,3.159,21.339,315.873,311.862,0.200,424.680
1544400,2.925,21.331,315.981,311.939,0.200,425.289
1548000,2.280,21.307,316.390,312.228,0.200,426.450
1551600,1.999,21.309,316.779,312.546,0.200,427.660
1555200,1.792,21.314,316.991,312.727,0.200,428.891
1558800,1.152,21.288,317.286,312.927,0.200,430.157
1562400,0.743,21.276,317.752,313.284,0.200,431.487
1566000,0.495,21.276,317.963,313.467,0.200,432.839
1569600,0.268,21.268,318.250,313.690,0.200,434.229
1573200,0.109,21.261,318.381,313.799,0.200,435.632
1576800,-0.153,21.242,318.566,313.932,0.200,437.061
1580400,-0.269,21.230,318.727,314.061,0.200,438.512
1584000,-0.114,21.228,318.773,314.119,0.200,440.289
1587600,0.158,21.232,318.695,314.078,0.200,441.414
1591200,0.529,21.235,318.471,313.919,0.200,442.825
1594800,0.714,21.231,318.248,313.738,0.200,444.206
1598400,0.862,21.227,318.109,313.623,0.200,445.572
1602000,1.041,21.228,317.921,313.473,0.200,447.474
1605600,1.054,21.228,317.866,313.425,0.200,448.255
1609200,1.110,21.232,317.822,313.390,0.200,449.586
1612800,1.222,21.226,317.750,313.335,0.200,451.063
1616400,1.201,21.206,317.694,313.282,0.200,452.288
1620000,1.210,21.187,317.706,313.284,0.200,453.545
1623600,1.310,21.178,317.666,313.257,0.200,454.860
1627200,1.410,21.170,317.601,313.207,0.200,456.167
1630800,1.510,21.162,317.526,313.149,0.200,457.465
1634400,1.568,21.152,317.453,313.088,0.200,458.755
1638000,1.610,21.142,317.420,313.056,0.200,460.041
1641600,1.614,21.133,317.368,313.013,0.200,461.321
1645200,1.589,21.123,317.389,313.021,0.200,462.606
1648800,1.843,21.130,317.335,312.999,0.200,463.884
1652400,1.910,21.125,317.191,312.881,0.200,465.141
1656000,1.810,21.108,317.180,312.854,0.200,466.399
1659600,1.793,21.101,317.218,312.881,0.200,467.665
1663200,1.852,21.101,317.191,312.868,0.200,468.927
1666800,1.910,21.099,317.172,312.855,0.200,470.186
1670400,2.031,21.099,317.102,312.805,0.200,471.703
1674000,2.070,21.097,317.050,312.763,0.200,472.682
1677600,2.089,21.099,317.020,312.735,0.200,473.923
1681200,2.629,21.142,316.812,312.614,0.200,475.614
1684800,2.810,21.160,316.635,312.481,0.200,476.341
1688400,2.910,21.180,316.459,312.335,0.200,477.508
1692000,2.810,21.185,316.363,312.246,0.200,478.664
1695600,2.710,21.186,316.451,312.304,0.200,479.835
1699200,2.747,21.186,316.427,312.294,0.200,481.562
1702800,2.612,21.174,316.420,312.276,0.200,482.238
1706400,2.312,21.147,316.628,312.411,0.200,483.361
1710000,1.988,21.132,316.793,312.531,0.200,484.576
1713600,1.740,21.125,317.073,312.748,0.200,485.828
1717200,1.824,21.138,317.180,312.858,0.200,487.091
1720800,1.788,21.139,317.181,312.862,0.200,488.349
1724400,1.510,21.121,317.283,312.919,0.200,489.621
1728000,1.258,21.107,317.466,313.052,0.200,490.919
1731600,0.978,21.096,317.644,313.185,0.200,492.239
1735200,0.227,21.062,317.974,313.398,0.200,493.602
1738800,-0.727,21.026,318.539,313.799,0.200,495.045
1742400,-2.575,20.962,319.525,314.487,0.200,496.973
1746000,-3.019,20.980,320.420,315.239,0.200,498.708
1749600,-3.436,20.990,320.720,315.495,0.200,500.042
1753200,-3.147,21.029,321.136,315.894,0.200,502.571
1756800,-3.151,21.024,321.056,315.817,0.200,504.272
1760400,-1.659,21.144,320.687,315.657,0.200,506.040
1764000,-0.359,21.271,320.132,315.324,0.200,507.059
1767600,1.491,21.476,318.827,314.401,0.200,508.490
1771200,2.998,21.615,317.539,313.428,0.200,509.749
1774800,4.128,21.740,316.365,312.523,0.200,510.858
1778400,4.417,21.745,315.550,311.812,0.200,511.954
1782000,4.705,21.736,315.214,311.522,0.200,512.875
1785600,4.728,21.689,314.912,311.250,0.200,513.837
1789200,4.440,21.583,314.954,311.223,0.200,514.945
1792800,3.243,21.471,315.218,311.327,0.200,515.923
1796400,2.409,21.416,316.046,311.940,0.200,516.940
1800000,2.673,21.452,316.435,312.336,0.200,518.108
1803600,2.925,21.474,316.387,312.334,0.200,519.722
1807200,3.114,21.479,316.349,312.317,0.200,520.401
