ElapsedTime,Text,Tindoor,Tdepart,Tretour,Debit_eau,Conso_energetique_integrale
716400,4.060,21.650,315.228,311.453,0.200,141.443
720000,3.516,21.621,315.557,311.674,0.200,142.774
723600,3.574,21.624,315.734,311.839,0.200,143.812
727200,3.985,21.648,315.686,311.845,0.200,144.614
730800,4.319,21.675,315.391,311.632,0.200,145.635
734400,4.443,21.694,315.213,311.483,0.200,146.635
738000,5.678,21.782,314.588,311.068,0.200,148.048
741600,6.062,21.824,314.190,310.779,0.200,148.491
745200,4.348,21.884,314.490,310.856,0.200,149.844
748800,3.456,21.872,315.160,311.356,0.200,150.782
752400,3.005,21.844,315.667,311.763,0.200,151.578
756000,2.664,21.826,316.080,312.100,0.200,152.481
759600,2.168,21.803,316.488,312.418,0.200,153.630
763200,1.623,21.781,316.932,312.755,0.200,154.831
766800,1.419,21.774,317.282,313.047,0.200,156.075
770400,1.610,21.776,317.401,313.177,0.200,157.331
774000,1.448,21.756,317.338,313.122,0.200,158.572
777600,1.248,21.731,317.602,313.303,0.200,159.853
781200,0.976,21.709,317.586,313.288,0.200,161.128
784800,0.910,21.695,317.924,313.550,0.200,162.454
788400,1.246,21.695,317.765,313.462,0.200,163.752
792000,1.454,21.679,317.671,313.388,0.200,165.039
795600,1.536,21.658,317.475,313.228,0.200,166.300
799200,2.655,21.665,317.157,313.046,0.200,167.864
802800,3.610,21.673,316.625,312.674,0.200,168.707
806400,5.498,21.667,315.347,311.727,0.200,170.000
810000,6.276,21.641,314.513,311.058,0.200,170.657
813600,7.393,21.596,313.358,310.115,0.200,171.714
817200,8.200,21.595,312.759,309.655,0.200,172.222
820800,8.805,21.594,311.821,308.891,0.200,172.871
824400,8.888,21.586,311.429,308.521,0.200,173.493
828000,9.399,21.597,311.093,308.270,0.200,174.089
831600,9.710,21.602,310.655,307.916,0.200,174.643
835200,9.762,21.582,310.335,307.625,0.200,175.510
838800,9.705,21.573,310.293,307.580,0.200,175.708
842400,9.435,21.555,310.459,307.677,0.200,176.256
846000,9.023,21.544,310.632,307.793,0.200,176.820
849600,8.364,21.535,311.093,308.125,0.200,177.432
853200,8.060,21.548,311.537,308.498,0.200,178.086
856800,7.860,21.567,311.822,308.743,0.200,178.762
860400,8.098,21.593,311.992,308.916,0.200,179.451
864000,8.684,21.620,311.642,308.699,0.200,180.098
867600,8.808,21.611,311.380,308.471,0.200,180.719
871200,8.430,21.585,311.325,308.374,0.200,181.338
874800,7.852,21.566,311.683,308.613,0.200,181.998
878400,7.488,21.569,312.050,308.907,0.200,182.699
882000,7.581,21.590,312.317,309.155,0.200,183.421
885600,7.754,21.605,312.185,309.083,0.200,184.121
889200,7.762,21.603,312.205,309.092,0.200,184.825
892800,7.784,21.595,312.133,309.031,0.200,185.706
896400,8.148,21.602,312.038,308.984,0.200,186.501
900000,8.537,21.617,311.882,308.894,0.200,186.890
903600,9.510,21.666,311.308,308.498,0.200,187.502
907200,10.100,21.706,310.549,307.897,0.200,188.037
910800,10.230,21.731,310.278,307.612,0.200,188.546
914400,10.093,21.774,310.223,307.573,0.200,189.053
918000,9.319,21.749,310.192,307.459,0.200,189.568
921600,8.224,21.720,311.031,308.107,0.200,190.510
925200,7.679,21.703,311.245,308.243,0.200,190.764
928800,6.860,21.699,312.295,309.073,0.200,191.494
932400,6.860,21.733,312.721,309.481,0.200,192.254
936000,6.860,21.750,312.877,309.633,0.200,193.021
939600,6.487,21.742,312.973,309.693,0.200,193.793
943200,6.060,21.732,313.393,310.002,0.200,194.613
946800,5.901,21.735,313.588,310.172,0.200,195.450
950400,5.779,21.735,313.796,310.342,0.200,196.308
954000,5.610,21.730,313.899,310.422,0.200,197.174
957600,5.310,21.718,314.092,310.561,0.200,198.061
961200,5.010,21.708,314.326,310.737,0.200,198.974
964800,4.710,21.700,314.573,310.928,0.200,199.914
968400,4.402,21.692,314.826,311.122,0.200,200.881
972000,4.156,21.686,315.072,311.317,0.200,201.875
975600,3.960,21.681,315.270,311.476,0.200,202.890
979200,3.708,21.667,315.492,311.648,0.200,204.198
982800,3.560,21.658,315.617,311.744,0.200,204.977
986400,3.276,21.654,315.853,311.927,0.200,206.504
990000,3.160,21.657,315.950,312.003,0.200,207.140
993600,3.026,21.677,316.107,312.133,0.200,208.248
997200,3.214,21.714,316.152,312.200,0.200,209.359
1000800,3.228,21.727,316.046,312.123,0.200,210.452
1004400,3.058,21.719,316.131,312.174,0.200,212.033
1008000,2.752,21.690,316.283,312.269,0.200,213.316
1011600,2.697,21.680,316.371,312.337,0.200,213.802
1015200,2.717,21.668,316.423,312.392,0.200,214.944
1018800,1.868,21.618,316.597,312.466,0.200,216.106
1022400,1.012,21.576,317.298,312.971,0.200,217.366
1026000,0.549,21.564,317.746,313.335,0.200,218.679
1029600,0.102,21.551,318.186,313.679,0.200,220.047
1033200,-0.357,21.535,318.515,313.935,0.200,221.455
1036800,-0.658,21.521,318.896,314.235,0.200,222.916
1040400,-0.316,21.527,318.980,314.350,0.200,224.385
1044000,-0.138,21.513,318.838,314.247,0.200,225.827
1047600,-0.094,21.488,318.773,314.184,0.200,227.263
1051200,0.087,21.468,318.695,314.125,0.200,228.691
1054800,0.004,21.440,318.595,314.029,0.200,230.105
1058400,-0.521,21.401,318.755,314.106,0.200,231.544
1062000,-0.723,21.386,319.032,314.321,0.200,233.029
1065600,-0.675,21.377,319.117,314.407,0.200,234.862
1069200,0.042,21.425,318.980,314.363,0.200,236.427
1072800,0.776,21.536,318.648,314.165,0.200,237.430
1076400,2.011,21.913,314.760,313.179,0.163,239.416
1080000,2.279,21.699,310.137,310.137,0.125,239.638
1083600,2.892,20.122,299.686,297.714,0.170,239.680
1087200,2.956,19.998,303.265,298.487,0.200,239.811
1090800,2.817,21.344,316.745,312.617,0.200,241.211
1094400,1.312,21.900,316.956,312.779,0.200,243.083
1098000,0.608,21.926,317.389,313.094,0.200,243.880
1101600,0.160,21.931,317.937,313.544,0.200,244.912
1105200,-0.240,21.929,318.411,313.936,0.200,246.289
1108800,-0.640,21.916,318.781,314.229,0.200,247.710
1112400,-1.202,21.892,319.125,314.485,0.200,249.176
1116000,-1.515,21.874,319.550,314.817,0.200,250.702
1119600,-1.506,21.866,319.682,314.947,0.200,252.242
1123200,-1.936,21.833,319.838,315.042,0.200,253.800
1126800,-2.390,21.799,320.165,315.274,0.200,255.410
1130400,-2.336,21.786,320.366,315.455,0.200,257.051
1134000,-2.337,21.765,320.369,315.464,0.200,258.687
1137600,-2.384,21.737,320.444,315.512,0.200,260.336
1141200,-2.495,21.706,320.447,315.507,0.200,261.986
1144800,-2.641,21.673,320.570,315.588,0.200,263.657
1148400,-2.688,21.646,320.627,315.631,0.200,265.338
1152000,-2.657,21.615,320.684,315.673,0.200,267.345
1155600,-1.909,21.649,320.528,315.608,0.200,268.957
1159200,0.264,21.907,316.318,314.583,0.162,271.140
1162800,0.860,21.750,312.463,312.463,0.125,271.420
1166400,2.952,20.152,299.896,297.976,0.155,271.441
1170000,3.241,20.014,302.352,298.107,0.200,271.574
1173600,3.286,21.786,314.380,312.211,0.175,273.576
1177200,3.114,21.868,310.394,310.394,0.125,273.918
1180800,0.729,20.166,300.235,298.120,0.170,273.950
1184400,-0.196,19.920,305.034,300.065,0.200,274.248
1188000,-1.318,20.702,317.773,311.456,0.200,275.521
1191600,-1.326,21.388,319.367,314.516,0.200,277.165
1195200,-1.240,21.647,319.441,314.703,0.200,278.694
1198800,-1.640,21.745,319.643,314.868,0.200,280.238
1202400,-2.070,21.783,319.913,315.079,0.200,281.816
1206000,-2.860,21.784,320.337,315.384,0.200,283.710
1209600,-3.421,21.776,320.758,315.697,0.200,285.139
1213200,-3.062,21.798,321.077,316.011,0.200,286.968
1216800,-2.837,21.791,320.818,315.831,0.200,289.067
1220400,-3.594,21.745,320.906,315.830,0.200,290.290
1224000,-4.167,21.707,321.436,316.215,0.200,292.093
1227600,-3.779,21.712,321.585,316.391,0.200,293.918
1231200,-3.824,21.688,321.451,316.287,0.200,295.711
1234800,-3.855,21.657,321.615,316.394,0.200,297.538
1238400,-3.753,21.626,321.473,316.284,0.200,299.685
1242000,-2.977,21.655,321.337,316.235,0.200,301.508
1245600,-1.298,21.924,318.054,315.626,0.175,303.872
1249200,-0.832,21.897,314.630,314.630,0.125,304.382
1252800,0.319,20.146,301.954,299.599,0.163,304.442
1256400,0.592,19.950,305.865,299.517,0.200,304.632
1260000,1.020,21.372,318.675,313.854,0.200,306.290
1263600,0.963,21.955,314.953,313.348,0.162,307.667
1267200,-0.909,20.118,301.508,299.504,0.170,307.743
1270800,-2.259,19.998,308.648,303.527,0.200,308.370
1274400,-3.051,20.712,319.341,313.091,0.200,309.702
1278000,-3.385,21.320,320.720,315.533,0.200,311.523
1281600,-3.793,21.543,321.118,315.934,0.200,313.300
1285200,-4.040,21.642,321.471,316.243,0.200,315.118
1288800,-4.225,21.689,321.633,316.393,0.200,316.948
1292400,-4.696,21.692,321.876,316.567,0.200,318.812
1296000,-5.021,21.687,322.182,316.800,0.200,320.727
1299600,-5.236,21.679,322.360,316.948,0.200,322.667
1303200,-4.705,21.690,322.533,317.117,0.200,324.638
1306800,-4.331,21.684,322.021,316.751,0.200,326.511
1310400,-4.650,21.637,322.118,316.768,0.200,328.409
1314000,-4.996,21.600,322.165,316.783,0.200,330.318
1317600,-5.541,21.558,322.481,316.993,0.200,332.286
1321200,-5.640,21.538,322.729,317.200,0.200,334.298
1324800,-5.640,21.509,322.836,317.292,0.200,336.871
1328400,-4.913,21.530,322.808,317.311,0.200,338.346
1332000,-3.228,21.654,321.844,316.675,0.200,340.775
1335600,-2.480,21.730,321.328,316.301,0.200,342.004
1339200,-1.130,21.860,320.303,315.548,0.200,344.131
1342800,-0.440,21.896,319.769,315.146,0.200,345.182
1346400,0.757,21.915,318.756,314.360,0.200,347.093
1350000,1.188,21.938,318.323,314.021,0.200,347.954
1353600,-0.225,21.896,318.265,313.811,0.200,349.668
1357200,-1.520,21.803,318.890,314.215,0.200,350.916
1360800,-2.505,21.737,319.691,314.807,0.200,352.241
1364400,-2.994,21.707,320.490,315.476,0.200,354.368
1368000,-2.728,21.710,320.747,315.723,0.200,355.602
1371600,-2.970,21.682,320.615,315.620,0.200,357.304
1375200,-3.688,21.631,321.050,315.904,0.200,359.019
1378800,-4.042,21.605,321.380,316.163,0.200,360.818
1382400,-4.097,21.592,321.652,316.386,0.200,362.662
1386000,-4.290,21.567,321.672,316.404,0.200,364.500
1389600,-4.738,21.529,321.964,316.599,0.200,366.389
1393200,-5.043,21.501,322.186,316.767,0.200,368.316
1396800,-5.174,21.478,322.428,316.953,0.200,370.283
1400400,-5.371,21.453,322.503,317.011,0.200,372.258
1404000,-5.959,21.407,322.758,317.170,0.200,374.279
1407600,-6.296,21.377,323.110,317.433,0.200,376.366
1411200,-6.214,21.359,323.281,317.589,0.200,379.043
1414800,-4.015,21.446,322.690,317.293,0.200,381.397
1418400,-2.657,21.516,322.061,316.889,0.200,382.487
1422000,-1.178,21.633,320.654,315.840,0.200,384.133
1425600,0.008,21.724,319.794,315.157,0.200,385.679
1429200,1.161,21.814,318.571,314.217,0.200,387.198
1432800,1.610,21.793,317.954,313.698,0.200,388.361
1436400,1.993,21.746,317.453,313.277,0.200,389.607
1440000,1.703,21.653,317.260,313.042,0.200,391.388
1443600,1.574,21.619,317.298,313.051,0.200,392.105
1447200,1.877,21.600,317.337,313.101,0.200,393.331
1450800,2.066,21.582,317.102,312.923,0.200,394.550
1454400,1.890,21.553,317.096,312.888,0.200,395.773
1458000,2.150,21.548,317.115,312.918,0.200,397.003
1461600,2.510,21.547,316.856,312.737,0.200,398.197
1465200,2.610,21.530,316.694,312.596,0.200,399.372
1468800,2.510,21.510,316.603,312.505,0.200,400.539
1472400,2.552,21.499,316.680,312.560,0.200,401.720
1476000,2.904,21.496,316.480,312.423,0.200,403.395
1479600,3.046,21.493,316.407,312.368,0.200,404.028
1483200,3.110,21.480,316.235,312.223,0.200,405.152
1486800,3.005,21.461,316.216,312.187,0.200,406.334
1490400,2.972,21.449,316.262,312.220,0.200,407.849
1494000,3.032,21.444,316.226,312.199,0.200,409.052
1497600,2.802,21.427,316.238,312.181,0.200,409.929
1501200,2.596,21.413,316.399,312.293,0.200,410.823
1504800,3.015,21.439,316.398,312.346,0.200,412.444
1508400,3.215,21.451,316.288,312.273,0.200,413.121
1512000,3.550,21.463,316.009,312.058,0.200,414.605
1515600,3.848,21.475,315.868,311.960,0.200,415.314
1519200,4.329,21.499,315.500,311.693,0.200,416.354
1522800,4.545,21.493,315.204,311.447,0.200,417.360
1526400,4.227,21.466,315.080,311.304,0.200,418.355
1530000,4.086,21.451,315.339,311.494,0.200,419.479
1533600,3.960,21.439,315.337,311.488,0.200,420.419
1537200,3.560,21.420,315.530,311.613,0.200,421.473
1540800,3.159,21.413,315.873,311.879,0.200,423.059
1544400,2.925,21.408,315.981,311.955,0.200,423.666
1548000,2.280,21.393,316.390,312.247,0.200,424.823
1551600,1.999,21.397,316.779,312.566,0.200,426.028
1555200,1.792,21.402,316.991,312.747,0.200,427.254
1558800,1.152,21.385,317.286,312.948,0.200,428.515
1562400,0.743,21.380,317.752,313.308,0.200,429.839
1566000,0.495,21.381,317.964,313.491,0.200,431.186
1569600,0.268,21.376,318.250,313.714,0.200,432.569
1573200,0.109,21.369,318.381,313.823,0.200,433.967
1576800,-0.153,21.355,318.567,313.958,0.200,435.389
1580400,-0.269,21.348,318.727,314.088,0.200,436.833
1584000,-0.114,21.341,318.773,314.145,0.200,438.601
1587600,0.158,21.338,318.695,314.102,0.200,439.721
1591200,0.529,21.334,318.471,313.942,0.200,441.126
1594800,0.714,21.325,318.248,313.760,0.200,442.502
1598400,0.862,21.320,318.109,313.644,0.200,443.862
1602000,1.041,21.316,317.921,313.493,0.200,445.757
1605600,1.054,21.314,317.866,313.444,0.200,446.535
1609200,1.110,21.315,317.822,313.409,0.200,447.861
1612800,1.222,21.307,317.750,313.354,0.200,449.333
1616400,1.201,21.291,317.694,313.301,0.200,450.554
1620000,1.210,21.277,317.706,313.305,0.200,451.806
1623600,1.310,21.269,317.666,313.278,0.200,453.116
1627200,1.410,21.261,317.601,313.228,0.200,454.418
1630800,1.510,21.252,317.526,313.169,0.200,455.711
1634400,1.568,21.243,317.453,313.109,0.200,456.996
1638000,1.610,21.234,317.420,313.077,0.200,458.277
1641600,1.614,21.225,317.368,313.034,0.200,459.552
1645200,1.589,21.216,317.388,313.042,0.200,460.832
1648800,1.843,21.218,317.335,313.019,0.200,462.105
1652400,1.910,21.210,317.191,312.901,0.200,463.357
1656000,1.810,21.196,317.180,312.874,0.200,464.611
1659600,1.793,21.189,317.217,312.901,0.200,465.871
1663200,1.852,21.187,317.191,312.887,0.200,467.128
1666800,1.910,21.183,317.172,312.874,0.200,468.383
1670400,2.031,21.176,317.102,312.823,0.200,469.895
1674000,2.070,21.168,317.050,312.780,0.200,470.871
1677600,2.089,21.165,317.020,312.750,0.200,472.107
1681200,2.629,21.190,316.812,312.625,0.200,473.795
1684800,2.810,21.201,316.635,312.490,0.200,474.520
1688400,2.910,21.213,316.459,312.343,0.200,475.685
1692000,2.810,21.217,316.363,312.253,0.200,476.839
1695600,2.710,21.217,316.451,312.311,0.200,478.009
1699200,2.747,21.214,316.427,312.300,0.200,479.733
1702800,2.612,21.205,316.420,312.282,0.200,480.409
1706400,2.312,21.188,316.628,312.420,0.200,481.530
1710000,1.988,21.177,316.793,312.541,0.200,482.742
1713600,1.740,21.173,317.073,312.759,0.200,483.992
1717200,1.824,21.182,317.179,312.868,0.200,485.252
1720800,1.788,21.183,317.181,312.872,0.200,486.508
1724400,1.510,21.170,317.284,312.931,0.200,487.778
1728000,1.258,21.159,317.466,313.064,0.200,489.073
1731600,0.978,21.149,317.644,313.197,0.200,490.390
1735200,0.227,21.120,317.974,313.411,0.200,491.750
1738800,-0.727,21.093,318.539,313.815,0.200,493.189
1742400,-2.575,21.048,319.525,314.507,0.200,495.111
1746000,-3.019,21.061,320.420,315.258,0.200,496.841
1749600,-3.436,21.065,320.720,315.512,0.200,498.170
1753200,-3.147,21.094,321.136,315.910,0.200,500.693
1756800,-3.151,21.090,321.056,315.832,0.200,502.389
1760400,-1.659,21.176,320.686,315.665,0.200,504.153
1764000,-0.359,21.270,320.131,315.324,0.200,505.171
1767600,1.491,21.423,318.827,314.390,0.200,506.604
1771200,2.998,21.531,317.539,313.409,0.200,507.866
1774800,4.128,21.634,316.365,312.500,0.200,508.980
1778400,4.417,21.653,315.551,311.792,0.200,510.082
1782000,4.705,21.656,315.214,311.504,0.200,511.006
1785600,4.728,21.625,314.912,311.235,0.200,511.972
1789200,4.440,21.551,314.954,311.216,0.200,513.083
1792800,3.243,21.474,315.219,311.327,0.200,514.062
1796400,2.409,21.441,316.046,311.946,0.200,515.078
1800000,2.673,21.468,316.434,312.340,0.200,516.245
1803600,2.925,21.481,316.387,312.335,0.200,517.858
1807200,3.114,21.483,316.349,312.318,0.200,518.537
