ElapsedTime,Text,Tindoor,Tdepart,Tretour,Debit_eau,Conso_energetique_integrale
5144400,2.752,20.504,310.486,304.892,0.200,1209.490
5148000,3.028,21.194,316.707,312.881,0.200,1210.387
5151600,3.165,21.795,316.190,312.262,0.200,1211.812
5155200,2.544,21.967,313.489,312.004,0.162,1212.714
5158800,1.478,20.935,300.801,300.801,0.125,1212.751
5162400,-0.450,20.043,299.745,297.069,0.168,1212.817
5166000,-1.563,19.996,308.081,301.789,0.200,1213.287
5169600,-2.311,20.946,319.998,314.475,0.200,1215.159
5173200,-1.349,21.404,319.897,315.039,0.200,1216.782
5176800,-1.216,21.598,319.591,314.853,0.200,1218.323
5180400,-1.453,21.681,319.750,314.959,0.200,1219.883
5184000,-1.930,21.718,319.794,314.976,0.200,1221.441
5187600,-2.974,21.739,320.460,315.457,0.200,1223.662
5191200,-2.918,21.762,320.803,315.754,0.200,1224.783
5194800,-2.462,21.783,320.408,315.512,0.200,1227.236
5198400,-3.018,21.764,320.688,315.677,0.200,1228.887
5202000,-2.847,21.769,321.029,315.960,0.200,1229.806
5205600,-1.157,21.802,320.317,315.545,0.200,1231.430
5209200,-0.819,21.760,319.616,314.942,0.200,1233.224
5212800,-0.286,21.740,319.319,314.713,0.200,1234.530
5216400,0.728,21.756,318.785,314.340,0.200,1235.862
5220000,2.652,21.829,317.732,313.607,0.200,1237.390
5223600,3.531,21.879,316.798,312.880,0.200,1238.322
5227200,4.361,21.937,315.966,312.217,0.200,1239.382
5230800,4.758,21.959,315.239,311.618,0.200,1240.360
5234400,4.680,21.973,314.997,311.377,0.200,1241.320
5238000,5.179,21.981,314.824,311.263,0.200,1242.268
5241600,5.610,21.992,314.383,310.928,0.200,1243.162
5245200,5.710,21.988,314.147,310.721,0.200,1244.034
5248800,5.452,21.928,314.044,310.592,0.200,1245.051
5252400,4.281,21.870,314.366,310.746,0.200,1245.801
5256000,3.137,21.854,315.527,311.649,0.200,1247.248
5259600,2.845,21.860,315.850,311.923,0.200,1247.904
5263200,0.314,21.825,316.605,312.385,0.200,1249.062
5266800,-1.457,21.841,318.571,313.903,0.200,1250.497
5270400,-1.500,21.905,319.287,314.590,0.200,1252.002
5274000,-1.467,21.938,319.652,314.925,0.200,1253.541
5277600,-1.952,21.933,319.718,314.969,0.200,1255.077
5281200,-2.914,21.912,320.397,315.456,0.200,1257.071
5284800,-3.573,21.902,320.754,315.720,0.200,1258.391
5288400,-4.201,21.895,321.349,316.179,0.200,1260.172
5292000,-4.810,21.888,321.897,316.617,0.200,1262.872
5295600,-4.287,21.903,322.093,316.827,0.200,1264.680
5299200,-1.511,21.958,317.729,316.224,0.155,1266.223
5302800,1.912,21.077,303.776,303.776,0.125,1266.339
5306400,4.043,20.633,299.211,299.211,0.125,1266.339
5310000,6.257,20.308,296.200,296.200,0.125,1266.339
5313600,7.667,20.184,294.802,294.802,0.125,1266.339
5317200,8.683,20.171,294.125,294.125,0.125,1266.339
5320800,9.413,20.240,293.800,293.800,0.125,1266.339
5324400,10.310,20.349,293.664,293.664,0.125,1266.339
5328000,10.357,20.422,293.626,293.626,0.125,1266.339
5331600,7.022,20.150,294.617,293.541,0.125,1266.339
5335200,4.090,20.056,301.696,296.776,0.200,1266.575
5338800,2.497,20.775,315.109,309.609,0.200,1267.575
5342400,1.369,21.351,316.246,311.989,0.200,1268.773
5346000,-0.008,21.644,317.404,312.981,0.200,1270.062
5349600,-0.916,21.823,318.540,313.941,0.200,1271.483
5353200,-1.428,21.946,316.121,314.370,0.163,1273.851
5356800,-1.369,21.784,312.733,312.733,0.125,1274.148
5360400,-1.539,20.210,300.436,298.771,0.150,1274.166
5364000,-1.493,19.901,304.184,299.626,0.200,1274.438
5367600,-1.586,20.728,319.311,313.010,0.200,1276.105
5371200,-1.868,21.274,319.917,314.966,0.200,1277.791
5374800,-1.553,21.514,320.011,315.136,0.200,1279.407
5378400,-0.893,21.640,319.658,314.940,0.200,1280.954
5382000,-0.273,21.704,319.262,314.652,0.200,1282.829
5385600,0.637,21.742,318.873,314.404,0.200,1283.887
5389200,2.546,21.831,317.707,313.575,0.200,1285.547
5392800,4.121,21.900,316.882,312.996,0.200,1286.368
5396400,6.303,21.971,312.638,311.344,0.163,1287.408
5400000,7.610,21.346,302.526,302.526,0.125,1287.433
5403600,8.912,20.767,297.772,297.772,0.125,1287.433
5407200,10.404,20.355,295.267,295.267,0.125,1287.433
5410800,10.707,20.246,294.620,294.620,0.125,1287.433
5414400,10.471,20.048,296.351,293.864,0.155,1287.444
5418000,9.881,20.096,301.544,296.771,0.200,1287.577
5421600,8.213,20.985,310.708,307.591,0.200,1288.554
5425200,7.515,21.222,311.523,308.331,0.200,1289.114
5428800,6.467,21.397,312.339,309.012,0.200,1289.857
5432400,5.262,21.511,313.377,309.839,0.200,1290.699
5436000,3.551,21.620,314.697,310.889,0.200,1291.992
5439600,2.306,21.655,315.440,311.447,0.200,1292.683
5443200,1.387,21.729,316.764,312.530,0.200,1293.891
5446800,1.247,21.800,317.215,312.978,0.200,1295.133
5450400,0.801,21.834,317.644,313.325,0.200,1296.419
5454000,0.902,21.862,317.882,313.556,0.200,1297.732
5457600,1.605,21.885,317.751,313.517,0.200,1299.021
5461200,1.962,21.877,317.348,313.205,0.200,1300.252
5464800,1.701,21.846,317.245,313.073,0.200,1301.473
5468400,1.813,21.830,317.320,313.135,0.200,1303.060
5472000,2.755,21.853,317.018,312.973,0.200,1304.185
5475600,3.482,21.880,316.527,312.619,0.200,1305.066
5479200,4.169,21.916,315.888,312.124,0.200,1306.123
5482800,4.252,21.925,315.425,311.721,0.200,1307.128
5486400,4.310,21.925,315.316,311.613,0.200,1308.130
5490000,4.610,21.940,315.131,311.482,0.200,1309.111
5493600,4.852,21.948,314.909,311.312,0.200,1310.067
5497200,4.810,21.940,314.783,311.189,0.200,1311.009
5500800,4.770,21.925,314.779,311.174,0.200,1312.084
5504400,4.710,21.910,314.789,311.174,0.200,1312.903
5508000,4.593,21.883,314.855,311.214,0.200,1314.018
5511600,4.545,21.868,314.913,311.257,0.200,1314.823
5515200,4.584,21.855,314.938,311.282,0.200,1315.790
5518800,4.900,21.849,314.872,311.251,0.200,1316.751
5522400,5.770,21.849,314.509,311.021,0.200,1317.670
5526000,6.199,21.825,313.940,310.561,0.200,1318.522
5529600,6.117,21.789,313.714,310.329,0.200,1319.357
5533200,5.960,21.764,313.694,310.285,0.200,1320.196
5536800,5.810,21.751,313.788,310.347,0.200,1321.049
5540400,5.660,21.744,313.888,310.422,0.200,1321.914
5544000,5.497,21.741,314.026,310.525,0.200,1322.793
5547600,5.460,21.742,314.127,310.614,0.200,1323.682
5551200,5.412,21.742,314.172,310.653,0.200,1324.575
5554800,5.341,21.739,314.242,310.706,0.200,1325.577
5558400,5.534,21.749,314.206,310.698,0.200,1326.798
5562000,5.618,21.756,314.156,310.665,0.200,1327.265
5565600,5.660,21.779,314.070,310.597,0.200,1328.143
5569200,5.753,21.815,314.024,310.569,0.200,1329.017
5572800,5.866,21.856,313.914,310.496,0.200,1329.876
5576400,6.019,21.884,313.851,310.455,0.200,1330.728
5580000,6.015,21.909,313.704,310.338,0.200,1331.562
5583600,5.859,21.931,313.783,310.386,0.200,1332.407
5587200,5.830,21.931,313.825,310.424,0.200,1333.256
5590800,5.445,21.913,313.932,310.480,0.200,1334.160
5594400,5.031,21.891,314.294,310.747,0.200,1335.175
5598000,4.562,21.875,314.521,310.910,0.200,1335.937
5601600,4.260,21.871,314.939,311.245,0.200,1336.912
5605200,4.260,21.876,315.109,311.405,0.200,1337.901
5608800,4.260,21.873,315.171,311.463,0.200,1338.894
5612400,4.210,21.866,315.199,311.484,0.200,1339.889
5616000,4.160,21.856,315.254,311.523,0.200,1340.891
5619600,4.160,21.847,315.277,311.543,0.200,1341.895
5623200,3.741,21.829,315.326,311.555,0.200,1342.904
5626800,3.206,21.816,315.759,311.863,0.200,1343.969
5630400,3.017,21.820,316.010,312.078,0.200,1345.121
5634000,2.415,21.811,316.266,312.254,0.200,1346.178
5637600,1.862,21.809,316.780,312.642,0.200,1347.362
5641200,2.410,21.837,316.911,312.830,0.200,1348.891
5644800,3.202,21.870,316.689,312.722,0.200,1349.730
5648400,5.147,21.960,312.932,311.551,0.163,1351.320
5652000,6.384,21.460,304.643,304.643,0.125,1351.495
5655600,6.967,21.090,300.153,300.153,0.125,1351.495
5659200,7.787,20.612,296.768,296.768,0.125,1351.495
5662800,6.763,20.069,297.270,294.567,0.162,1351.512
5666400,6.788,20.056,301.028,296.530,0.200,1351.636
5670000,6.409,20.997,312.898,309.894,0.200,1352.686
5673600,6.068,21.383,313.434,309.953,0.200,1353.531
5677200,6.073,21.596,313.543,310.117,0.200,1354.373
5680800,5.293,21.695,313.868,310.350,0.200,1355.442
5684400,4.580,21.718,314.285,310.651,0.200,1356.141
5688000,3.235,21.751,315.184,311.328,0.200,1357.337
5691600,2.291,21.775,315.909,311.888,0.200,1358.227
5695200,2.029,21.825,316.682,312.556,0.200,1359.410
5698800,2.292,21.868,316.759,312.695,0.200,1360.586
5702400,2.423,21.882,316.797,312.741,0.200,1361.762
5706000,2.565,21.882,316.682,312.659,0.200,1362.920
5709600,2.607,21.872,316.627,312.608,0.200,1364.072
5713200,2.003,21.847,316.625,312.563,0.200,1365.224
5716800,1.847,21.843,317.149,312.970,0.200,1366.452
5720400,2.447,21.857,316.922,312.859,0.200,1367.641
5724000,2.353,21.838,316.785,312.723,0.200,1368.810
5727600,2.478,21.824,316.787,312.724,0.200,1370.334
5731200,2.978,21.832,316.645,312.651,0.200,1371.174
5734800,4.170,21.867,316.108,312.300,0.200,1372.238
5738400,4.990,21.903,315.279,311.662,0.200,1373.225
5742000,5.447,21.964,312.141,310.823,0.163,1374.497
5745600,5.879,21.644,305.652,305.652,0.125,1374.610
5749200,6.480,20.966,299.046,299.046,0.125,1374.610
5752800,7.373,20.383,295.708,295.708,0.125,1374.610
5756400,7.369,20.204,294.892,294.892,0.125,1374.610
5760000,6.694,20.034,298.591,294.929,0.175,1374.675
5763600,6.303,20.806,313.831,308.194,0.200,1375.555
5767200,3.584,21.361,314.109,310.296,0.200,1376.750
5770800,2.234,21.491,315.267,311.216,0.200,1377.474
5774400,1.042,21.649,316.663,312.400,0.200,1378.678
5778000,1.484,21.788,317.466,313.185,0.200,1379.964
5781600,1.839,21.861,317.192,313.046,0.200,1381.183
5785200,0.707,21.859,317.475,313.179,0.200,1382.437
5788800,-0.057,21.870,318.132,313.682,0.200,1383.784
5792400,-0.537,21.889,318.592,314.062,0.200,1385.186
5796000,-1.019,21.901,319.035,314.411,0.200,1386.644
5799600,-0.359,21.931,319.233,314.644,0.200,1388.127
5803200,0.102,21.931,318.732,314.288,0.200,1389.525
5806800,0.126,21.907,318.702,314.233,0.200,1390.928
5810400,0.352,21.888,318.492,314.072,0.200,1392.302
5814000,0.649,21.869,318.366,313.975,0.200,1393.749
5817600,0.816,21.853,318.130,313.788,0.200,1394.995
5821200,0.992,21.847,318.040,313.710,0.200,1396.416
5824800,1.907,21.881,317.747,313.540,0.200,1397.606
5828400,2.070,21.916,317.135,313.052,0.200,1398.804
5832000,1.493,21.925,317.292,313.103,0.200,1400.032
5835600,2.034,21.963,314.409,312.858,0.163,1401.468
5839200,2.151,21.284,303.926,303.926,0.125,1401.534
5842800,1.693,20.050,300.528,297.310,0.170,1401.620
5846400,1.493,19.990,305.310,298.932,0.200,1401.885
5850000,1.042,21.128,317.629,313.313,0.200,1404.118
5853600,0.843,21.356,317.749,313.319,0.200,1405.106
5857200,0.627,21.477,317.924,313.482,0.200,1406.156
5860800,0.560,21.568,318.095,313.651,0.200,1407.510
5864400,0.560,21.618,318.161,313.725,0.200,1408.867
5868000,0.560,21.644,318.185,313.753,0.200,1410.222
5871600,0.379,21.653,318.209,313.767,0.200,1411.579
5875200,0.366,21.660,318.372,313.894,0.200,1412.960
5878800,0.370,21.662,318.288,313.838,0.200,1414.324
5882400,-0.342,21.645,318.503,313.953,0.200,1415.718
5886000,-1.881,21.621,319.072,314.319,0.200,1417.192
5889600,-2.882,21.630,320.144,315.145,0.200,1418.828
5893200,-1.893,21.686,320.375,315.474,0.200,1420.490
5896800,-1.675,21.681,320.003,315.187,0.200,1422.818
5900400,-1.633,21.672,320.021,315.193,0.200,1423.735
5904000,-0.799,21.719,319.670,314.973,0.200,1425.634
5907600,0.157,21.937,316.808,314.537,0.175,1427.556
5911200,0.503,21.908,313.355,313.355,0.125,1427.976
5914800,1.667,21.121,301.832,301.832,0.125,1427.976
5918400,2.430,20.258,297.824,296.363,0.125,1427.976
5922000,2.581,20.027,302.145,297.340,0.200,1428.170
5925600,1.915,20.885,316.586,311.354,0.200,1429.539
5929200,1.992,21.369,317.075,312.800,0.200,1430.573
5932800,2.532,21.718,316.876,312.789,0.200,1431.773
5936400,2.066,21.874,316.795,312.709,0.200,1432.945
5940000,1.142,21.923,317.262,313.038,0.200,1434.454
5943600,0.656,21.916,317.675,313.358,0.200,1435.579
5947200,0.138,21.914,318.061,313.658,0.200,1436.772
5950800,-0.752,21.909,318.577,314.035,0.200,1438.168
5954400,-1.551,21.911,319.231,314.538,0.200,1439.653
5958000,-2.198,21.919,319.771,314.967,0.200,1441.209
5961600,-1.715,21.947,320.209,315.370,0.200,1442.825
5965200,-0.244,21.972,319.500,314.947,0.200,1444.325
5968800,-0.795,21.919,319.120,314.548,0.200,1445.765
5972400,-0.785,21.891,319.361,314.717,0.200,1447.261
5976000,-0.309,21.881,319.085,314.537,0.200,1448.713
5979600,-0.452,21.851,318.976,314.418,0.200,1450.150
5983200,-0.545,21.827,319.021,314.438,0.200,1451.601
5986800,-0.601,21.810,319.048,314.455,0.200,1453.096
5990400,-0.446,21.806,319.077,314.489,0.200,1454.685
5994000,0.127,21.837,318.896,314.392,0.200,1455.952
5997600,0.519,21.906,318.512,314.114,0.200,1457.328
6001200,0.954,21.986,315.980,313.817,0.181,1459.542
6004800,1.063,21.926,313.090,313.090,0.125,1459.976
6008400,1.640,20.985,302.256,302.256,0.125,1459.976
6012000,2.538,20.020,301.278,297.481,0.175,1460.090
6015600,2.634,20.314,311.232,304.758,0.200,1460.694
6019200,2.610,21.200,316.609,312.417,0.200,1462.118
6022800,1.576,21.473,316.789,312.569,0.200,1463.318
6026400,0.042,21.605,317.824,313.355,0.200,1465.025
6030000,-0.590,21.646,318.351,313.778,0.200,1466.009
6033600,-1.465,21.690,319.064,314.344,0.200,1467.488
6037200,-1.978,21.727,319.689,314.858,0.200,1469.049
6040800,-2.393,21.752,320.043,315.160,0.200,1470.650
6044400,-2.640,21.768,320.456,315.493,0.200,1472.308
6048000,-2.938,21.772,320.589,315.605,0.200,1474.100
6051600,-3.225,21.769,321.002,315.932,0.200,1476.534
6055200,-2.953,21.776,321.086,316.031,0.200,1477.440
6058800,-2.190,21.779,320.716,315.794,0.200,1479.121
6062400,-1.690,21.757,320.327,315.489,0.200,1480.744
6066000,-1.260,21.728,319.950,315.189,0.200,1482.316
6069600,-1.036,21.694,319.668,314.947,0.200,1483.853
6073200,-0.715,21.666,319.441,314.763,0.200,1485.474
6076800,0.146,21.678,319.115,314.550,0.200,1486.834
6080400,2.621,21.774,318.003,313.832,0.200,1488.365
6084000,4.385,21.850,316.699,312.879,0.200,1489.324
6087600,7.480,21.917,315.038,311.683,0.200,1490.276
6091200,8.513,21.922,312.659,309.726,0.200,1490.954
6094800,7.331,21.819,312.311,309.200,0.200,1491.637
6098400,7.201,21.772,312.626,309.429,0.200,1492.378
6102000,7.645,21.768,312.393,309.292,0.200,1493.433
6105600,7.665,21.761,312.326,309.231,0.200,1493.802
6109200,7.614,21.737,312.281,309.179,0.200,1494.505
6112800,7.684,21.714,312.295,309.188,0.200,1495.395
6116400,8.174,21.713,312.172,309.129,0.200,1495.910
6120000,8.662,21.700,311.708,308.777,0.200,1496.555
6123600,8.943,21.678,311.388,308.506,0.200,1497.174
6127200,9.060,21.655,311.120,308.272,0.200,1497.769
6130800,9.060,21.638,311.013,308.167,0.200,1498.359
6134400,9.138,21.630,310.965,308.126,0.200,1498.946
6138000,9.337,21.627,310.834,308.035,0.200,1499.522
6141600,9.101,21.614,310.762,307.946,0.200,1500.090
6145200,8.598,21.605,311.064,308.143,0.200,1500.692
6148800,8.705,21.621,311.270,308.346,0.200,1501.316
6152400,8.938,21.634,311.187,308.311,0.200,1501.924
6156000,8.807,21.630,311.147,308.256,0.200,1502.824
6159600,8.760,21.629,311.182,308.279,0.200,1503.133
6163200,8.762,21.643,311.219,308.318,0.200,1503.923
6166800,8.906,21.662,311.211,308.326,0.200,1504.356
6170400,9.412,21.710,310.967,308.182,0.200,1504.941
6174000,9.518,21.770,310.626,307.911,0.200,1505.489
6177600,9.652,21.823,310.605,307.895,0.200,1506.040
6181200,10.109,21.871,310.359,307.709,0.200,1506.558
6184800,11.059,21.968,308.689,307.659,0.163,1507.239
6188400,11.072,21.716,303.461,303.461,0.125,1507.297
6192000,10.924,21.185,298.361,298.361,0.125,1507.297
6195600,10.587,20.757,296.171,296.171,0.125,1507.297
6199200,9.249,20.218,294.609,294.609,0.125,1507.297
6202800,8.797,20.032,298.938,295.077,0.175,1507.360
6206400,8.410,20.740,311.617,308.204,0.200,1508.122
6210000,8.015,21.154,311.518,308.392,0.200,1508.780
6213600,7.910,21.375,311.811,308.693,0.200,1509.468
6217200,7.740,21.497,311.986,308.866,0.200,1510.162
6220800,7.200,21.561,312.243,309.057,0.200,1510.876
6224400,6.904,21.613,312.679,309.415,0.200,1511.634
6228000,6.824,21.655,312.826,309.562,0.200,1512.399
6231600,6.466,21.676,313.041,309.723,0.200,1513.184
6235200,5.968,21.691,313.353,309.956,0.200,1514.000
6238800,5.946,21.717,313.734,310.280,0.200,1514.857
6242400,5.566,21.733,313.948,310.461,0.200,1516.245
6246000,5.661,21.742,314.104,310.602,0.200,1516.591
6249600,7.593,21.856,313.307,310.143,0.200,1517.655
6253200,8.849,21.975,310.650,309.181,0.175,1518.549
6256800,9.228,21.957,308.416,308.416,0.125,1518.753
6260400,10.534,21.232,299.118,299.118,0.125,1518.753
6264000,11.275,21.018,297.211,297.211,0.125,1518.753
6267600,12.753,20.903,295.648,295.648,0.125,1518.753
6271200,13.364,20.982,294.946,294.946,0.125,1518.753
6274800,13.857,21.095,294.638,294.638,0.125,1518.753
6278400,14.306,21.158,294.509,294.509,0.125,1518.753
6282000,13.615,21.144,294.438,294.438,0.125,1518.753
6285600,11.212,20.888,294.321,294.321,0.125,1518.753
6289200,9.631,20.620,294.168,294.168,0.125,1518.753
6292800,9.437,20.395,293.975,293.975,0.125,1518.753
6296400,8.211,20.050,296.464,293.621,0.163,1518.769
6300000,7.631,20.065,300.735,296.167,0.200,1518.891
6303600,7.697,21.026,311.958,308.984,0.200,1519.878
6307200,8.378,21.449,311.781,308.746,0.200,1520.554
6310800,8.099,21.640,311.742,308.717,0.200,1521.214
6314400,7.891,21.748,311.889,308.846,0.200,1521.887
6318000,7.841,21.820,312.002,308.961,0.200,1522.566
6321600,7.942,21.869,312.032,309.011,0.200,1523.246
6325200,8.207,21.903,311.926,308.955,0.200,1523.911
6328800,8.459,21.922,311.685,308.770,0.200,1524.846
6332400,8.787,21.933,311.556,308.688,0.200,1525.311
6336000,10.282,21.972,308.980,307.964,0.163,1526.023
6339600,10.971,21.815,304.730,304.730,0.125,1526.104
6343200,13.554,21.343,298.490,298.490,0.125,1526.104
6346800,15.738,21.259,296.649,296.649,0.125,1526.104
6350400,16.738,21.307,295.592,295.592,0.125,1526.104
6354000,17.078,21.399,295.116,295.116,0.125,1526.104
6357600,17.200,21.481,294.875,294.875,0.125,1526.104
6361200,17.215,21.476,294.807,294.807,0.125,1526.104
6364800,17.167,21.410,294.729,294.729,0.125,1526.104
6368400,16.410,21.315,294.650,294.650,0.125,1526.104
6372000,15.164,21.130,294.516,294.516,0.125,1526.104
6375600,14.416,21.030,294.443,294.443,0.125,1526.104
6379200,11.232,20.805,294.299,294.299,0.125,1526.104
6382800,8.001,20.491,294.090,294.090,0.125,1526.104
6386400,6.680,20.060,296.366,293.672,0.162,1526.120
6390000,6.176,20.043,299.807,295.357,0.200,1526.230
6393600,5.285,20.973,313.713,310.176,0.200,1527.278
6397200,4.877,21.466,314.162,310.503,0.200,1528.194
6400800,5.353,21.745,314.413,310.846,0.200,1529.128
6404400,5.243,21.877,314.264,310.751,0.200,1530.022
6408000,4.466,21.934,314.565,310.944,0.200,1530.949
6411600,2.918,21.966,313.391,311.476,0.172,1532.566
6415200,2.972,21.373,304.894,304.894,0.125,1532.823
6418800,3.619,20.923,300.443,300.443,0.125,1532.823
6422400,6.318,20.359,296.791,296.791,0.125,1532.823
6426000,10.210,20.220,295.104,295.104,0.125,1532.823
6429600,14.182,20.415,294.346,294.346,0.125,1532.823
6433200,17.101,20.898,294.068,294.068,0.125,1532.823
6436800,17.594,21.032,294.092,294.092,0.125,1532.823
6440400,18.404,21.310,294.266,294.266,0.125,1532.823
6444000,19.337,21.608,294.520,294.520,0.125,1532.823
6447600,20.502,21.959,294.856,294.856,0.125,1532.823
6451200,20.487,22.164,295.094,295.094,0.125,1532.823
6454800,17.436,22.223,295.362,295.362,0.125,1532.823
6458400,15.455,22.074,295.349,295.349,0.125,1532.823
6462000,13.174,21.836,295.270,295.270,0.125,1532.823
6465600,11.804,21.602,295.130,295.130,0.125,1532.823
6469200,9.839,21.329,294.922,294.922,0.125,1532.823
6472800,7.951,21.024,294.671,294.671,0.125,1532.823
6476400,6.742,20.742,294.404,294.404,0.125,1532.823
6480000,5.830,20.465,294.129,294.129,0.125,1532.823
6483600,4.330,20.053,296.181,293.704,0.162,1532.841
6487200,4.094,20.044,300.306,296.016,0.200,1532.983
6490800,3.090,21.215,315.334,311.679,0.200,1534.393
6494400,2.599,21.688,316.077,312.044,0.200,1535.461
6498000,2.603,21.964,313.608,312.116,0.162,1536.746
6501600,2.106,20.958,300.911,300.911,0.125,1536.795
6505200,2.481,20.432,297.550,297.550,0.125,1536.795
6508800,5.657,20.052,295.456,295.456,0.125,1536.795
6512400,10.183,20.043,294.400,294.400,0.125,1536.795
6516000,18.150,20.665,293.857,293.857,0.125,1536.795
6519600,18.917,20.752,293.853,293.853,0.125,1536.795
6523200,21.414,21.185,294.067,294.067,0.125,1536.795
6526800,22.680,21.718,294.555,294.555,0.125,1536.795
6530400,23.222,21.971,294.803,294.803,0.125,1536.795
6534000,23.841,22.295,295.140,295.140,0.125,1536.795
6537600,23.255,22.596,295.524,295.524,0.125,1536.795
6541200,19.955,22.624,295.762,295.762,0.125,1536.795
6544800,17.281,22.474,295.746,295.746,0.125,1536.795
6548400,15.040,22.294,295.698,295.698,0.125,1536.795
6552000,13.774,22.021,295.527,295.527,0.125,1536.795
6555600,12.862,21.819,295.356,295.356,0.125,1536.795
6559200,11.123,21.577,295.149,295.149,0.125,1536.795
6562800,9.743,21.321,294.921,294.921,0.125,1536.795
6566400,8.744,21.082,294.686,294.686,0.125,1536.795
6570000,7.717,20.837,294.447,294.447,0.125,1536.795
6573600,7.075,20.604,294.208,294.208,0.125,1536.795
6577200,6.719,20.386,293.976,293.976,0.125,1536.795
6580800,6.702,20.190,293.755,293.755,0.125,1536.795
6584400,6.708,20.034,298.097,294.437,0.175,1536.859
6588000,6.157,21.174,313.758,309.441,0.200,1538.151
6591600,6.676,21.535,313.537,310.140,0.200,1538.671
6595200,10.810,21.950,308.997,308.157,0.155,1539.517
6598800,13.796,21.818,302.967,302.967,0.125,1539.553
6602400,17.400,21.709,298.420,298.420,0.125,1539.553
6606000,18.686,21.743,296.621,296.621,0.125,1539.553
6609600,20.871,21.945,295.767,295.767,0.125,1539.553
6613200,22.463,22.338,295.517,295.517,0.125,1539.553
6616800,22.780,22.440,295.531,295.531,0.125,1539.553
6620400,23.074,22.647,295.650,295.650,0.125,1539.553
6624000,22.035,22.744,295.806,295.806,0.125,1539.553
6627600,20.926,22.713,295.861,295.861,0.125,1539.553
6631200,19.449,22.582,295.836,295.836,0.125,1539.553
6634800,18.703,22.481,295.797,295.797,0.125,1539.553
6638400,18.062,22.350,295.710,295.710,0.125,1539.553
6642000,17.430,22.228,295.607,295.607,0.125,1539.553
6645600,16.224,22.049,295.451,295.451,0.125,1539.553
6649200,15.648,21.960,295.373,295.373,0.125,1539.553
6652800,14.929,21.821,295.243,295.243,0.125,1539.553
6656400,14.110,21.676,295.109,295.109,0.125,1539.553
6660000,13.210,21.521,294.968,294.968,0.125,1539.553
6663600,12.471,21.362,294.820,294.820,0.125,1539.553
6667200,12.446,21.222,294.671,294.671,0.125,1539.553
6670800,12.179,21.092,294.530,294.530,0.125,1539.553
6674400,11.357,20.869,294.310,294.310,0.125,1539.553
6678000,11.476,20.814,294.247,294.247,0.125,1539.553
6681600,12.325,20.769,294.127,294.127,0.125,1539.553
6685200,12.832,20.819,294.067,294.067,0.125,1539.553
6688800,13.814,20.879,294.033,294.033,0.125,1539.553
6692400,14.155,20.900,294.035,294.035,0.125,1539.553
6696000,15.047,21.016,294.090,294.090,0.125,1539.553
6699600,15.043,21.151,294.199,294.199,0.125,1539.553
6703200,15.248,21.230,294.304,294.304,0.125,1539.553
6706800,15.501,21.226,294.373,294.373,0.125,1539.553
6710400,15.360,21.218,294.374,294.374,0.125,1539.553
6714000,14.760,21.174,294.366,294.366,0.125,1539.553
6717600,13.985,21.032,294.310,294.310,0.125,1539.553
6721200,13.844,20.976,294.280,294.280,0.125,1539.553
6724800,13.617,20.871,294.203,294.203,0.125,1539.553
6728400,12.925,20.757,294.114,294.114,0.125,1539.553
6732000,12.047,20.624,294.010,294.010,0.125,1539.553
6735600,11.404,20.487,293.892,293.892,0.125,1539.553
6739200,11.610,20.372,293.771,293.771,0.125,1539.553
6742800,11.883,20.281,293.660,293.660,0.125,1539.553
6746400,11.745,20.186,293.556,293.556,0.125,1539.553
6750000,11.879,20.096,293.455,293.455,0.125,1539.553
6753600,12.241,20.069,299.152,294.558,0.174,1539.606
6757200,12.010,20.616,308.762,304.515,0.200,1540.012
6760800,11.913,21.405,310.364,307.425,0.200,1540.727
6764400,12.405,21.670,311.095,308.060,0.200,1541.053
6768000,13.097,21.973,309.745,308.590,0.163,1541.488
6771600,13.193,21.625,302.033,302.033,0.125,1541.508
6775200,13.503,21.186,297.832,297.832,0.125,1541.508
6778800,14.185,20.926,295.996,295.996,0.125,1541.508
6782400,14.341,20.792,295.080,295.080,0.125,1541.508
6786000,14.260,20.701,294.564,294.564,0.125,1541.508
6789600,14.460,20.655,294.253,294.253,0.125,1541.508
6793200,14.801,20.608,294.065,294.065,0.125,1541.508
6796800,15.175,20.566,293.941,293.941,0.125,1541.508
6800400,15.329,20.486,293.819,293.819,0.125,1541.508
6804000,15.111,20.411,293.740,293.740,0.125,1541.508
6807600,14.860,20.355,293.687,293.687,0.125,1541.508
6811200,14.460,20.267,293.604,293.604,0.125,1541.508
6814800,14.106,20.179,293.518,293.518,0.125,1541.508
6818400,13.416,20.030,297.085,293.367,0.162,1541.520
6822000,13.258,20.130,301.405,295.903,0.200,1541.611
6825600,12.963,20.908,309.380,306.248,0.200,1542.100
6829200,12.816,21.435,311.064,307.986,0.200,1542.540
6832800,12.232,21.821,311.704,308.727,0.200,1543.143
6836400,11.630,21.975,309.988,308.567,0.176,1543.799
6840000,11.492,21.953,307.988,307.988,0.125,1543.961
6843600,11.168,21.350,300.551,300.551,0.125,1543.961
6847200,10.753,20.648,296.398,296.398,0.125,1543.961
6850800,9.835,20.372,295.365,295.365,0.125,1543.961
6854400,8.606,20.036,299.795,295.538,0.179,1544.039
6858000,8.789,20.830,311.108,308.553,0.200,1544.844
6861600,9.810,21.261,310.845,308.014,0.200,1545.436
